,five_stars,four_stars,three_stars,two_stars,one_star,zero_star
3969,"['parks', 'museums', 'malls', 'juice-bars']",[],"['theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['resorts', 'beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['bakeries']
3970,"['malls', 'pubs-bars', 'art-galleries']",['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['bakeries']
3971,"['museums', 'malls', 'pubs-bars', 'art-galleries']",['juice-bars'],"['parks', 'theatres', 'zoo', 'restaurants', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['bakeries']
3972,"['resorts', 'malls']",['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['bakeries']
3973,"['resorts', 'malls']",['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3974,"['resorts', 'malls']",['juice-bars'],"['theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3975,"['resorts', 'malls', 'juice-bars']",[],"['theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3976,"['resorts', 'malls', 'juice-bars']",[],"['theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3977,"['resorts', 'malls', 'juice-bars']",['zoo'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3978,"['resorts', 'malls']",['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3979,['malls'],['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3980,['malls'],['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3981,['malls'],['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3982,['malls'],['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3983,"['resorts', 'malls']",['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3984,"['resorts', 'malls']",['juice-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3985,"['resorts', 'malls']",['juice-bars'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']",['hotels-lodgings'],"['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3986,"['resorts', 'malls', 'juice-bars']",[],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3987,"['resorts', 'museums', 'malls', 'art-galleries']",['juice-bars'],"['parks', 'theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'hotels-lodgings']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3988,"['resorts', 'museums', 'malls', 'art-galleries']",['juice-bars'],"['beaches', 'parks', 'theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']",['hotels-lodgings'],"['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3989,"['malls', 'art-galleries']",['juice-bars'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3990,"['malls', 'art-galleries']",[],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3991,"['museums', 'malls', 'art-galleries']",['juice-bars'],"['beaches', 'parks', 'theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']",['hotels-lodgings'],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3992,"['museums', 'malls', 'art-galleries']",[],"['beaches', 'parks', 'theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'juice-bars']",['hotels-lodgings'],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3993,"['museums', 'malls', 'art-galleries']",['juice-bars'],"['beaches', 'parks', 'theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza']",['hotels-lodgings'],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3994,"['museums', 'malls', 'art-galleries']",['juice-bars'],"['beaches', 'parks', 'theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3995,"['museums', 'malls', 'art-galleries']",['juice-bars'],"['beaches', 'parks', 'theatres', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",['beauty-spas']
3996,"['malls', 'art-galleries']",['juice-bars'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3997,"['beaches', 'malls']","['juice-bars', 'art-galleries']","['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3998,"['beaches', 'malls']","['juice-bars', 'art-galleries']","['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
3999,"['resorts', 'beaches', 'malls']","['juice-bars', 'art-galleries']","['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'beauty-spas']",[],"['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4000,"['resorts', 'beaches', 'malls', 'juice-bars']",['art-galleries'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4001,"['resorts', 'beaches', 'juice-bars']",['art-galleries'],"['parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",[],"['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4002,"['beaches', 'juice-bars', 'art-galleries']",[],"['parks', 'theatres', 'museums', 'malls', 'restaurants', 'pubs-bars', 'burger-pizza']","['zoo', 'hotels-lodgings']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4003,"['malls', 'juice-bars']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'zoo', 'hotels-lodgings']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'view-points', 'monuments', 'gardens']","['beauty-spas', 'cafes']"
4004,"['beaches', 'malls', 'juice-bars']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",['zoo'],"['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4005,"['malls', 'juice-bars']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4006,"['malls', 'juice-bars']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4007,['malls'],['art-galleries'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'juice-bars']",['hotels-lodgings'],"['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4008,['malls'],['art-galleries'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']",['juice-bars'],"['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4009,"['beaches', 'malls']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars', 'hotels-lodgings']","['zoo', 'burger-pizza']","['churches', 'resorts', 'juice-bars', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4010,"['beaches', 'malls', 'dance-clubs']",['art-galleries'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['resorts', 'burger-pizza', 'hotels-lodgings']","['churches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'view-points', 'monuments', 'gardens']",['cafes']
4011,"['beaches', 'malls', 'dance-clubs']",['art-galleries'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4012,"['beaches', 'malls', 'dance-clubs']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings', 'beauty-spas']","['churches', 'resorts', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4013,"['malls', 'dance-clubs']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4014,"['parks', 'malls', 'juice-bars', 'dance-clubs']",['art-galleries'],"['theatres', 'museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4015,"['parks', 'malls']",['art-galleries'],"['theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4016,"['parks', 'malls', 'dance-clubs']",['art-galleries'],"['theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4017,"['parks', 'malls']",['art-galleries'],"['theatres', 'museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4018,"['malls', 'dance-clubs']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4019,"['malls', 'dance-clubs']",['art-galleries'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4020,"['malls', 'dance-clubs']",[],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars', 'art-galleries']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4021,"['theatres', 'malls', 'dance-clubs']",[],"['parks', 'museums', 'restaurants', 'pubs-bars', 'art-galleries']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4022,"['malls', 'dance-clubs']",['parks'],"['theatres', 'museums', 'restaurants', 'pubs-bars', 'art-galleries']","['zoo', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4023,"['theatres', 'malls']",['parks'],"['museums', 'zoo', 'restaurants', 'pubs-bars', 'art-galleries']","['beaches', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'juice-bars', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4024,"['theatres', 'malls', 'dance-clubs']",['parks'],"['museums', 'restaurants', 'pubs-bars', 'art-galleries']","['resorts', 'beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4025,"['resorts', 'parks', 'malls', 'dance-clubs']",[],"['theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars', 'art-galleries']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4026,"['theatres', 'malls', 'dance-clubs']",[],"['parks', 'museums', 'restaurants', 'pubs-bars', 'art-galleries']","['resorts', 'beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4027,"['resorts', 'theatres', 'museums', 'malls', 'dance-clubs']",[],"['parks', 'restaurants', 'pubs-bars']","['beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4028,"['resorts', 'beaches', 'theatres', 'malls', 'dance-clubs']",[],"['parks', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4029,"['resorts', 'beaches', 'malls']",[],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4030,"['resorts', 'beaches', 'malls', 'dance-clubs']",[],"['parks', 'theatres', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings', 'art-galleries']","['churches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4031,"['resorts', 'beaches', 'malls']",['dance-clubs'],"['parks', 'theatres', 'museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings', 'art-galleries']","['churches', 'juice-bars', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4032,"['resorts', 'theatres', 'malls']",['parks'],"['beaches', 'museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4033,"['resorts', 'beaches', 'theatres', 'malls']","['parks', 'dance-clubs', 'beauty-spas']","['museums', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4034,"['resorts', 'beaches', 'theatres', 'malls']","['parks', 'dance-clubs']","['museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4035,"['resorts', 'beaches', 'theatres', 'malls']","['parks', 'dance-clubs']","['museums', 'zoo', 'restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4036,"['resorts', 'beaches', 'theatres']","['parks', 'dance-clubs']","['museums', 'zoo', 'restaurants', 'pubs-bars']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4037,"['resorts', 'beaches', 'theatres']","['parks', 'dance-clubs']","['museums', 'zoo', 'restaurants', 'pubs-bars']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4038,"['resorts', 'beaches', 'theatres']","['parks', 'dance-clubs']","['museums', 'zoo', 'restaurants', 'pubs-bars', 'juice-bars']","['malls', 'burger-pizza', 'hotels-lodgings', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4039,"['resorts', 'beaches', 'theatres', 'pubs-bars', 'juice-bars']","['parks', 'dance-clubs']","['museums', 'zoo', 'restaurants']","['malls', 'burger-pizza', 'hotels-lodgings', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4040,"['resorts', 'theatres', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'museums', 'zoo', 'restaurants']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4041,"['resorts', 'theatres', 'malls']","['parks', 'dance-clubs']","['beaches', 'museums', 'zoo', 'restaurants']","['pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4042,"['resorts', 'theatres', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'museums', 'zoo', 'restaurants']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
4043,"['resorts', 'theatres', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'museums', 'zoo', 'restaurants', 'art-galleries']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'swimming-pools', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['gyms']
4044,"['resorts', 'theatres', 'museums', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'zoo', 'restaurants']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms']"
4045,"['theatres', 'museums', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'zoo', 'restaurants']","['resorts', 'malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4046,"['resorts', 'theatres', 'museums', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'zoo', 'restaurants']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4047,"['resorts', 'theatres', 'museums', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'zoo', 'restaurants']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4048,"['resorts', 'theatres', 'museums', 'pubs-bars']","['parks', 'dance-clubs']","['beaches', 'zoo', 'restaurants']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4049,"['resorts', 'theatres', 'museums', 'malls']","['parks', 'pubs-bars', 'dance-clubs']","['beaches', 'zoo', 'restaurants']","['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4050,"['resorts', 'theatres', 'museums']",['parks'],"['beaches', 'zoo', 'restaurants', 'pubs-bars']","['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
4051,"['resorts', 'theatres', 'museums']","['parks', 'pubs-bars']","['beaches', 'zoo']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
